;Unnamed: 0;municipio;codigo;area_territorial;populacao_estimada;densidade_demografica;escolarizacao;idhm;mortalidade_infantil;pib_per_capita;uf;receitas_realizadas;despesas_empenhadas;saldo_receitas_despesas;cidade;estado;longitude;latitude;altitude;unidades;unidades_urbanas;unidades_rurais;area_plantada;producao_graos;IDHM_Renda;IDHM_Longevidade;IDHM_Educacao;tipo_rural_urbano;GVA_agropecuaria;GVA_industria;GVA_Servicos;GVA_publico;GDP;GDP_populacao;GDP_per_capita;estabelecimentos;carros;motos
76;76;Governador Archer;2104503;445,856;10886;22,89;96,6;0,565;;6307,01;MA;25236,39513;23229,57757;2006,81756;Governador Archer;MA;-44.27575653;-5.025387824;132852;2582;1763;819;625;665;0.545;0.687;0.481;Rural Adjacente;7614.03;3242.09;20962.87;37123.38;71561.52;10648;6720.65;57;212;1324
77;77;Governador Edison Lobão;2104552;615,86;18520;25,81;97,6;0,629;;14354,75;MA;39527,04518;41523,59409;-1996,54891;Governador Edison Lobão;MA;-47.36893584;-5.747411739;204.16;4255;1887;2368;195;366;0.589;0.764;0.552;Intermediário Adjacente;12;110579.39;100019.65;51546.99;310812.82;18042;17227.18;106;809;2003
78;78;Governador Eugênio Barros;2104602;816,99;16882;19,57;98,5;0,572;;5750,58;MA;34230,78126;34910,3193;-679,53804;Governador Eugênio Barros;MA;-44.24696265;-5.322491002;135.67;4109;1302;2807;3624;5450;0.55;0.736;0.462;Rural Adjacente;9107.33;3620.88;26619.58;50.69;93690.19;16522;5670.63;42;425;1692
79;79;Governador Luiz Rocha;2104628;373,165;7841;19,66;98,6;0,544;;6625,29;MA;16422,45123;14723,86002;1698,59121;Governador Luiz Rocha;MA;-44.07088734;-5.472864685;121.56;1898;1362;536;3157;6580;0.508;0.692;0.459;Rural Adjacente;7.65;2.41;13152.57;24353.16;49271.64;7668;6425.62;26;179;813
80;80;Governador Newton Bello;2104651;1144,146;10151;10,27;95,2;0,521;;6159,99;MA;23410,48921;21278,70645;2131,78276;Governador Newton Bello;MA;-45.6745018;-3.42970472;49.78;2842;1066;1776;1736;3192;0.509;0.718;0.387;Rural Adjacente;16283.83;2.36;11995.24;29708.14;61851.26;9965;6206.85;32;193;1236
81;81;Governador Nunes Freire;2104677;1037,13;25539;24,49;96,3;0,569;;7288,24;MA;54743,82408;56990,04838;-2246,2243;Governador Nunes Freire;MA;-45.88148113;-2.13496236;41.8;5822;3756;2066;2098;7461;0.54;0.722;0.472;Intermediário Adjacente;25141.6;8816;69299.71;74.74;188613.56;25052;7528.88;192;731;2714
82;82;Graça Aranha;2104701;271,445;6261;22,62;97,3;0,57;;6894,31;MA;14601,57112;12596,94144;2004,62968;Graça Aranha;MA;-44.33579126;-5.404821213;198.06;1705;809;896;1324;4479;0.538;0.748;0.459;Rural Adjacente;4.79;2439.13;10223.8;20077.99;38895.65;6138;6336.86;18;237;981
83;83;Grajaú;2104800;8863,57;70065;7,03;96,3;0,609;;9705,29;MA;132592,6705;126382,5676;6210,10288;Grajaú;MA;-46.14239564;-5.818548431;151.02;14054;9019;5035;26801;51670;0.603;0.754;0.497;Urbano;67791.44;47007.6;228589.25;190095.89;568872.29;68458;8309.8;759;2537;14380
84;84;Guimarães;2104909;479,569;11997;20,29;93,8;0,625;;6999,1;MA;24511,13653;24796,65546;-285,51893;Guimarães;MA;-44.59774646;-2.135077158;4.79;3324;1891;1433;1067;2894;0.535;0.772;0.592;Rural Adjacente;18471.68;3.49;15.59;31998.07;71461.33;11776;6068.39;43;151;732
85;85;Humberto de Campos;2105005;1714,216;28932;12,29;97;0,535;;5093,34;MA;58526,41121;53163,82043;5362,59078;Humberto de Campos;MA;-43.46509214;-2.591223972;10.41;5645;2224;3421;1094;2375;0.443;0.759;0.455;Rural Remoto;13608.75;5.06;35644.93;77450.96;136625.56;28252;4835.96;56;213;805
86;86;Icatu;2105104;1124,73;27269;17,36;94,9;0,546;;4997,81;MA;50758,82813;51948,95725;-1190,12912;Icatu;MA;-44.06584847;-2.774827863;6.71;5782;1814;3968;3194;11135;0.475;0.727;0.472;Rural Adjacente;22625.18;5.26;30255.89;73475.73;135363.28;26651;5079.11;80;220;1173
87;87;Igarapé do Meio;2105153;368,685;14324;34,04;96,6;0,569;;11282,99;MA;41184,06576;36621,96935;4562,09641;Igarapé do Meio;MA;-45.1833277;-3.636708522;23.01;3022;1578;1444;869;1424;0.53;0.687;0.506;Rural Adjacente;16.41;38020.32;37.16;46267.74;157040.6;13968;11242.88;66;455;1598
88;88;Igarapé Grande;2105203;346,098;11387;29,5;98,7;0,614;;7329,48;MA;26782,91961;26927,56107;-144,64146;Igarapé Grande;MA;-44.86740335;-4.660853806;39.7;2858;1771;1087;1888;3401;0.578;0.747;0.536;Rural Adjacente;11630.87;5.73;30163.15;34059.91;86.16;11718;7352.96;86;248;2321
89;89;Imperatriz;2105302;1368,988;259337;180,79;98,4;0,731;;25924,47;MA;603764,4657;564798,1593;38966,3064;Imperatriz;MA;-47.47981081;-5.526524025;130.72;68697;65234;3463;259;680;0.697;0.803;0.698;Urbano;38872.32;1864122.32;3500799.89;796638.79;6977.19;253873;27482.99;5618;45524;83339
90;90;Itaipava do Grajaú;2105351;1238,916;16005;11,54;97;0,518;;4920,06;MA;30834,50479;31215,31635;-380,81156;Itaipava do Grajaú;MA;-45.7926825;-5.144582262;107.18;3094;1022;2072;1817;1352;0.456;0.726;0.419;Rural Remoto;11005.09;2.68;14869.52;46100.53;76986.1;15817;4867.3;44;110;829
91;91;Itapecuru Mirim;2105401;1478,562;68723;42,21;94,2;0,599;;8797,73;MA;112747,9436;115005,1483;-2257,20473;Itapecuru Mirim;MA;-44.35426339;-3.39904548;21.88;15720;8881;6839;5978;10244;0.534;0.747;0.539;Urbano;30.42;59849.57;223701.86;191914.83;551292.13;67104;8215.49;526;2667;9719
92;92;Itinga do Maranhão;2105427;3581,723;26068;6,94;97,1;0,63;;11107,21;MA;58746,97025;54232,39244;4514,57781;Itinga do Maranhão;MA;-47.52790996;-4.455003998;166.52;6637;4697;1940;13933;50199;0.601;0.764;0.545;Intermediário Adjacente;61.34;17978.27;94417.32;78029.04;269.54;25518;10562.8;263;1006;5718
93;93;Jatobá;2105450;591,384;10310;14,42;97,9;0,561;;5875,72;MA;19255,79275;18575,76568;680,02707;Jatobá;MA;-44.21991477;-5.819666937;190.92;2139;950;1189;3984;7173;0.522;0.702;0.481;Rural Adjacente;7909.59;2675.57;11.1;32664.83;55686.82;10027;5553.69;13;104;578
94;94;Jenipapo dos Vieiras;2105476;1962,9;17040;7,87;80,7;0,49;;5480,32;MA;35567,67955;35450,87997;116,79958;Jenipapo dos Vieiras;MA;-45.63337911;-5.369424926;173.37;2510;691;1819;2959;2236;0.445;0.766;0.346;Rural Remoto;20.73;2879.6;15150.03;46117.04;86740.72;16226;5345.79;31;129;1296
95;95;João Lisboa;2105500;1135,211;23740;32;99,3;0,641;;8287,46;MA;52757,38525;50472,16315;2285,2221;João Lisboa;MA;-47.40503615;-5.453662942;176.92;5420;4092;1328;453;846;0.585;0.785;0.573;Intermediário Adjacente;27355.57;24306.61;64259.32;75133.55;201.08;23133;8692.24;136;1243;4252
96;96;Joselândia;2105609;703,081;16198;22,64;97,7;0,561;;6154,28;MA;31525,94038;38001,54361;-6475,60323;Joselândia;MA;-44.69915256;-4.972693329;127.04;3917;1632;2285;1104;4491;0.533;0.743;0.445;Rural Adjacente;14559.11;4262.13;26889.57;46954.71;96.44;15861;6080.24;51;265;2845
97;97;Junco do Maranhão;2105658;564,543;4392;7,24;98,3;0,552;;13114,82;MA;18355,98297;13596,02512;4759,95785;Junco do Maranhão;MA;-46.07072607;-1.874609598;53.85;988;708;280;873;2527;0.55;0.69;0.443;Rural Adjacente;13.98;1305.44;8979.35;13535.4;39181.65;3330;11766.26;28;150;527
98;98;Lago da Pedra;2105708;1240,444;50616;37,15;97,7;0,589;;7380;MA;365,85484;75253,7216;-74887,86676;Lago da Pedra;MA;-45.12589136;-4.564744515;75.62;11463;7731;3732;5510;11000;0.561;0.724;0.502;Urbano;35.18;18338.81;154368.22;131305.09;361403.37;49440;7309.94;534;1336;13576
99;99;Lago do Junco;2105807;328,525;10869;34,72;94,5;0,581;;6178,77;MA;28813,58016;29163,31973;-349,73957;Lago do Junco;MA;-45.05134439;-4.607643218;73.38;2594;1021;1573;1589;2757;0.537;0.741;0.492;Rural Adjacente;9235.32;3471.17;17081.24;34997.05;66937.81;10638;6292.33;38;169;1319
100;100;Lago Verde;2105906;623,234;16314;24,73;97,1;0,557;;6213,75;MA;32557,3274;27157,62923;5399,69817;Lago Verde;MA;-44.93763523;-4.038711295;26.64;3684;1280;2404;597;986;0.508;0.731;0.466;Rural Adjacente;21.59;3815.49;23382.08;45269.04;97102.66;15962;6083.36;63;370;1882
101;101;Lagoa do Mato;2105922;1512,985;11265;6,48;97,7;0,566;;6848,23;MA;25145,70499;23228,9187;1916,78629;Lagoa do Mato;MA;-43.52755912;-6.045277297;220.31;2687;1065;1622;5078;9153;0.525;0.726;0.475;Rural Adjacente;10521.96;2928.04;17900.88;32655.91;66630.17;11034;6038.62;52;79;1543
102;102;Lago dos Rodrigues;2105948;220,776;8857;43,21;97,3;0,602;;8344,56;MA;20659,86043;19295,18237;1364,67806;Lago dos Rodrigues;MA;-44.97644233;-4.612375777;61.62;2063;1334;729;1618;6069;0.555;0.737;0.534;Rural Adjacente;16.89;3612.85;20432.9;24959.84;68683.91;8689;7904.7;61;258;2494
103;103;Lagoa Grande do Maranhão;2105963;744,199;11464;14,13;95,9;0,502;;6415,79;MA;27188,20682;23999,12449;3189,08233;Lagoa Grande do Maranhão;MA;-45.39061428;-4.993123737;179.38;2412;1309;1103;1410;1831;0.48;0.731;0.36;Rural Remoto;10577.78;2516.58;19311.93;33255.44;68.36;11202;6102.82;55;92;1206
104;104;Lajeado Novo;2105989;1065,835;7602;6,61;98,4;0,589;;9430,43;MA;26899,64264;18951,12785;7948,51479;Lajeado Novo;MA;-47.03244752;-6.191609227;177.33;1797;895;902;672;3669;0.561;0.738;0.494;Rural Adjacente;18513.11;2486.12;19913.54;22955.88;67.08;7427;9032.38;53;209;863
105;105;Lima Campos;2106003;321,932;11918;35,48;98;0,581;;12888,02;MA;38519,32101;35915,00422;2604,31679;Lima Campos;MA;-44.46934033;-4.517045987;59.51;3191;1977;1214;1397;6471;0.578;0.705;0.481;Rural Adjacente;11.08;31994.02;41328.18;39542.18;132.49;11670;11353.11;129;400;2723
106;106;Loreto;2106102;3596,844;12214;3,17;96,7;0,582;;16003,68;MA;27777,36672;24265,90303;3511,46369;Loreto;MA;-45.13924164;-7.094454165;211;2675;1542;1133;59745;123295;0.516;0.771;0.495;Rural Remoto;39695.48;6485.08;30568.77;35189.59;115782.42;11943;9694.58;98;188;1212
107;107;Luís Domingues;2106201;472,296;6984;14,03;98,1;0,588;;7020;MA;16774,0977;15907,68967;866,40803;Luís Domingues;MA;-45.89533199;-1.325460244;9.95;1596;1358;238;895;3017;0.541;0.734;0.512;Intermediário Adjacente;7.66;1.54;8.71;18376.03;37364.8;6829;5471.49;22;49;538
108;108;Magalhães de Almeida;2106300;433,152;20029;40,6;97,1;0,567;;5854,1;MA;43052,94888;40388,98998;2663,9589;Magalhães de Almeida;MA;-42.20150669;-3.396667674;17.42;4062;2133;1929;7581;17648;0.502;0.729;0.499;Rural Adjacente;16913.85;5.55;26.44;56.25;109535.85;19532;5608.02;194;114;876
109;109;Maracaçumé;2106326;635,825;21586;30,44;98,3;0,582;;7542,92;MA;43679,41667;44002,64901;-323,23234;Maracaçumé;MA;-45.95863904;-2.05616455;27.37;4624;3807;817;2114;7515;0.546;0.719;0.501;Urbano;20064.29;6.18;62.66;57469.85;156890.01;21063;7448.61;150;589;3061
110;110;Marajá do Sena;2106359;1402,593;7775;5,56;91,2;0,452;;6655,56;MA;18995,06434;17913,40229;1081,66205;Marajá do Sena;MA;-45.45723765;-4.620313324;107.52;1759;260;1499;1931;4609;0.4;0.774;0.299;Rural Adjacente;15153.4;1867.85;8791.25;23595.13;50372.89;7630;6601.95;14;11;634
111;111;Maranhãozinho;2106375;760,947;16511;14,46;89,9;0,55;;5759,69;MA;35394,04784;35571,6889;-177,64106;Maranhãozinho;MA;-45.85561145;-2.235616992;56.67;2914;2002;912;3820;16589;0.497;0.719;0.465;Rural Adjacente;24.99;6.21;17784.21;40542.76;92610.24;16062;5765.8;40;262;938
112;112;Mata Roma;2106409;548,548;16977;27,63;96,3;0,57;;7334,4;MA;42633,08434;37789,30409;4843,78025;Mata Roma;MA;-43.12038942;-3.61904551;88.34;3549;1762;1787;11574;37829;0.483;0.776;0.494;Rural Adjacente;16190.24;5837.86;34953.65;51662.67;113792.87;16567;6868.65;78;462;1704
113;113;Matinha;2106508;410,632;23482;53,54;96,8;0,619;;6738,98;MA;45301,16497;43844,53182;1456,63315;Matinha;MA;-45.03642894;-3.09840003;21.89;5589;2284;3305;1313;3621;0.579;0.731;0.56;Rural Adjacente;27973.46;7175.57;36433.7;62404.78;139424.7;22962;6071.98;92;404;2883
114;114;Matões;2106607;2107,403;33943;15,69;97,5;0,55;;5244,87;MA;65942,89494;88794,2507;-22851,35576;Matões;MA;-43.20120828;-5.522465019;186.95;7598;3321;4277;4323;4625;0.519;0.739;0.434;Rural Adjacente;8.58;7.24;48781;96317.63;168124.72;33188;5065.83;94;275;2134
115;115;Matões do Norte;2106631;794,651;17033;17,36;94,9;0,533;;4699,67;MA;31928,11288;28715,45379;3212,65909;Matões do Norte;MA;-44.55024451;-3.62751878;34.69;2540;887;1653;5525;4266;0.452;0.768;0.436;Rural Adjacente;14912.56;3088.68;13196.59;46245.68;79511.54;16552;4803.74;49;159;418
116;116;Milagres do Maranhão;2106672;634,385;8483;12,79;97,5;0,527;;6030,15;MA;20043,28896;19001,70144;1041,58752;Milagres do Maranhão;MA;-42.61075283;-3.582206641;26.5;1800;408;1392;5267;16022;0.465;0.764;0.413;Rural Adjacente;9493.26;1716.08;8086.03;24783.36;44995.39;8306;5417.22;11;59;205
117;117;Mirador;2106706;8521,081;21031;2,42;96,1;0,545;;8741,93;MA;43115,58013;43517,80638;-402,22625;Mirador;MA;-44.36260979;-6.377565695;187.08;4898;2343;2555;17339;45501;0.485;0.74;0.451;Rural Remoto;25.48;6.8;46.15;65.06;149.31;20605;7246.48;85;254;1554
118;118;Miranda do Norte;2106755;341,107;28754;71,61;93,8;0,61;;17151,67;MA;87712,27108;84816,84645;2895,42463;Miranda do Norte;MA;-44.58427569;-3.562644774;66.63;5196;4226;970;1523;1443;0.55;0.751;0.55;Urbano;9397.05;251952.63;79519.52;89.33;469.36;27999;16763.56;144;940;1987
119;119;Mirinzal;2106805;687,748;15011;20,67;97,6;0,622;;6187,49;MA;31220,06187;30157,99748;1062,06439;Mirinzal;MA;-44.78575599;-2.064224192;13.91;3555;2277;1278;1346;3222;0.546;0.756;0.582;Rural Adjacente;6120.52;4007.67;27604.71;43412.54;84.68;14690;5764.28;221;279;1697
120;120;Monção;2106904;1245,548;33664;24,38;97,2;0,546;;6018,66;MA;55762,45706;55075,69531;686,76175;Monção;MA;-45.24758467;-3.49393248;11.09;7480;2733;4747;3146;5458;0.499;0.704;0.464;Rural Adjacente;44827.35;6.04;39681.05;94175.37;190388.62;32884;5789.7;58;356;2045
121;121;Montes Altos;2107001;1488,513;9111;6,32;97,7;0,575;;6975,7;MA;21982,23957;23880,85671;-1898,61714;Montes Altos;MA;-47.07043951;-5.828562504;249.58;2110;1366;744;342;528;0.534;0.732;0.486;Rural Adjacente;18313.31;3000.31;12392.06;25516.03;60748.76;8955;6783.78;30;315;1288
122;122;Morros;2107100;1712,711;19572;10,37;96,2;0,548;;6086,92;MA;41100,41731;43043,54141;-1943,1241;Morros;MA;-44.04454454;-2.861478953;22.22;3779;1564;2215;2688;7907;0.485;0.706;0.48;Rural Adjacente;8.29;5664.67;35513.85;56669.21;111096.39;19116;5811.7;73;288;1591
123;123;Nina Rodrigues;2107209;542,373;14642;21,77;95,6;0,585;;4484,9;MA;29696,46295;28135,57425;1560,8887;Nina Rodrigues;MA;-43.90448476;-3.462464289;17.37;2541;950;1591;4642;7298;0.474;0.774;0.547;Rural Adjacente;8867.33;2609.68;10696.45;37738.9;61066.37;14259;4282.65;24;131;785
124;124;Nova Colinas;2107258;743,085;5427;6,57;96,7;0,566;;10458,89;MA;15891,2828;14902,27054;989,01226;Nova Colinas;MA;-46.25932522;-7.120566004;405.57;1189;559;630;7879;17634;0.502;0.749;0.481;Rural Adjacente;15090.12;1858.7;10933.61;18305.6;47771.41;5298;9016.88;30;128;647
125;125;Nova Iorque;2107308;976,872;4682;4,7;97,5;0,584;;8053,01;MA;12967,27083;12180,70848;786,56235;Nova Iorque;MA;-44.04862673;-6.733203306;201.51;1209;763;446;2513;3632;0.558;0.729;0.489;Rural Remoto;5.99;1584.65;9060.79;14760.18;32.67;4589;7119.49;17;90;332
126;126;Nova Olinda do Maranhão;2107357;2452,615;21080;7,8;98,1;0,581;;6391,82;MA;42760,93747;41718,87329;1042,06418;Nova Olinda do Maranhão;MA;-45.70453604;-2.799886544;34.68;4502;2851;1651;4398;18030;0.536;0.755;0.484;Intermediário Adjacente;23154.89;4843.54;34589.61;61612.97;128.89;20588;6260.45;95;422;1835
127;127;Olho d'Água das Cunhãs;2107407;695,333;19561;26,75;95,7;0,589;;7154,96;MA;51214,18172;48388,30735;2825,87437;Olho d'Água das Cunhãs;MA;-45.11957962;-4.13727593;42.94;4857;2585;2272;698;1325;0.551;0.754;0.491;Rural Adjacente;26774.61;5.76;43605.99;62603.82;144205.22;19145;7532.27;123;742;4360
128;128;Olinda Nova do Maranhão;2107456;199,879;14836;66,69;98,1;0,575;;5794,9;MA;35538,70196;33485,54772;2053,15424;Olinda Nova do Maranhão;MA;-45.00323537;-2.997477615;15.94;3264;1494;1770;790;2164;0.495;0.724;0.531;Rural Adjacente;11917.25;4189.52;26988.88;42828.67;90.59;14474;6258.81;34;210;1189
129;129;Paço do Lumiar;2107506;126,803;123747;855,84;96;0,724;;7101,58;MA;170450,2103;187379,7347;-16929,52436;Paço do Lumiar;MA;-44.09869235;-2.528063;33.17;27144;20662;6482;91;209;0.646;0.796;0.739;Urbano;13887.31;98004.45;351299.34;289.07;800072.33;119915;6672;873;11570;10907
130;130;Palmeirândia;2107605;532,161;19781;35,7;97;0,556;;6432,51;MA;44111,01836;41546,16605;2564,85231;Palmeirândia;MA;-44.90446389;-2.647774278;13.84;4947;949;3998;3390;7724;0.488;0.715;0.492;Rural Adjacente;22102.9;5522.1;30139.97;60281.35;121955.53;19359;6299.68;33;253;1897
131;131;Paraibano;2107704;530,517;21479;37,89;96;0,58;;6568,38;MA;39247,0795;29888,98761;9358,09189;Paraibano;MA;-43.98576205;-6.431825414;285.67;5301;4145;1156;6434;10713;0.572;0.723;0.473;Urbano;14776.77;13343.21;44928.81;55729.89;135319.45;21008;6441.33;140;518;4401
132;132;Parnarama;2107803;3240,491;35008;10,06;97,1;0,542;;5823,94;MA;67980,20559;73142,96637;-5162,76078;Parnarama;MA;-43.09040135;-5.684467176;83.1;8654;3450;5204;10867;23686;0.504;0.758;0.416;Rural Adjacente;26.14;7453.85;52.77;96785.49;189957.86;34265;5543.79;157;239;1785
133;133;Passagem Franca;2107902;1358,327;19137;12,93;97;0,532;;6815,21;MA;41625,57085;50356,52894;-8730,95809;Passagem Franca;MA;-43.78174523;-6.173994426;218.68;4582;2798;1784;4203;4639;0.525;0.717;0.401;Rural Adjacente;15178.15;6.53;40675.31;54663.68;123016.12;18699;6578.75;184;250;2697
134;134;Pastos Bons;2108009;1635,321;19583;11,05;97,4;0,61;;9894,21;MA;44317,05136;43770,99837;546,05299;Pastos Bons;MA;-44.08860251;-6.604027732;308.4;4694;3160;1534;12213;27679;0.54;0.753;0.559;Intermediário Remoto;21.59;20.06;51821.57;54684.98;157700.11;19140;8239.29;90;587;2918
135;135;Paulino Neves;2108058;979,739;16166;14,83;97,9;0,561;;6667,1;MA;43560,94325;42031,02362;1529,91963;Paulino Neves;MA;-42.54542398;-2.71820599;3.34;2929;978;1951;4354;7559;0.481;0.72;0.511;Rural Remoto;11942.9;11884.69;22536.39;50306.95;101439.98;15779;6428.8;69;59;303
136;136;Paulo Ramos;2108108;1168,609;21066;19,06;97,8;0,549;;7075,18;MA;42337,15578;41125,75267;1211,40311;Paulo Ramos;MA;-45.23998;-4.447956766;71.07;4773;2636;2137;3210;6251;0.546;0.677;0.447;Rural Adjacente;26862.57;6899.1;48.44;60754.25;150699.76;20635;7303.11;102;435;4089
137;137;Pedreiras;2108207;261,723;39191;136,77;97,5;0,682;;14705,56;MA;87372,09527;81134,40147;6237,6938;Pedreiras;MA;-44.60373488;-4.569350688;32.52;10654;8962;1692;2171;9752;0.644;0.792;0.621;Urbano;26561.31;38249.13;276320.79;110299.5;496.67;38433;12923.12;830;2618;14290
138;138;Pedro do Rosário;2108256;1753,867;25354;12,99;98,1;0,516;;5257,37;MA;61532,44058;51662,36801;9870,07257;Pedro do Rosário;MA;-45.34645373;-2.968114673;29.97;5336;1374;3962;1964;4427;0.475;0.696;0.415;Rural Adjacente;15.16;5.27;30308.22;84977.6;139293.28;24748;5628.47;35;170;1784
139;139;Penalva;2108306;800,916;38731;46,42;97,8;0,554;;4932,47;MA;62896,83278;54789,68381;8107,14897;Penalva;MA;-45.17646169;-3.293233318;17.91;7901;3969;3932;2316;5547;0.519;0.693;0.472;Intermediário Remoto;25754.96;6939.83;38.43;95480.44;171392.43;37833;4530.24;110;348;2542
140;140;Peri Mirim;2108405;398,721;14345;34,06;97,2;0,599;;5484,03;MA;25497,07826;24520,15818;976,92008;Peri Mirim;MA;-44.8502907;-2.573054649;4.6;3601;1026;2575;1371;2945;0.506;0.744;0.572;Rural Adjacente;11243.84;2984.86;16825.24;37.88;71.13;14048;5063.41;26;231;1447
141;141;Peritoró;2108454;824,725;23364;25,71;95,5;0,564;;7959,81;MA;45967,34704;50042,54869;-4075,20165;Peritoró;MA;-44.32585352;-4.370225118;57.68;5593;2045;3548;2072;1517;0.499;0.774;0.464;Rural Adjacente;10523.8;8212.13;74.32;66.54;171787.21;22818;7528.58;150;675;2798
142;142;Pindaré-Mirim;2108504;268,285;33065;113,89;98;0,633;;8720,41;MA;73631,62416;72914,3803;717,24386;Pindaré-Mirim;MA;-45.34686792;-3.605500575;8.25;7764;5665;2099;716;1313;0.568;0.755;0.592;Intermediário Adjacente;17.5;69557.73;86540.67;117451.77;315.86;32348;9764.54;95;1253;4474
143;143;Pinheiro;2108603;1512,968;83777;51,67;96,6;0,637;;10081,05;MA;167069,8938;157460,728;9609,16578;Pinheiro;MA;-45.0839266;-2.5227405;7.78;19532;11843;7689;5457;12342;0.579;0.771;0.579;Urbano;53383.29;38904.38;399.4;229954.41;796.36;81924;9720.73;803;3766;18383
144;145;Pirapemas;2108801;688,761;18720;25,24;93,8;0,576;;6012,5;MA;46707,33324;47781,25965;-1073,92641;Pirapemas;MA;-44.22828088;-3.725329066;36.79;4168;2745;1422;5138;7319;0.501;0.741;0.514;Intermediário Adjacente;14149.02;5138.3;27376.84;60322.78;110632.86;18302;6044.85;70;237;1150
145;146;Poção de Pedras;2108900;990,415;17595;20,49;97,5;0,576;;7990,07;MA;41382,77322;40083,90824;1298,86498;Poção de Pedras;MA;-44.9515514;-4.750025211;57.99;5309;2410;2899;1942;3433;0.543;0.732;0.481;Rural Adjacente;26705.55;5.32;44600.74;57.41;139723.36;17384;8037.47;97;327;4300
146;147;Porto Franco;2109007;1417,493;24092;15,19;97,7;0,684;;19854,89;MA;74481,0812;69845,86173;4635,21947;Porto Franco;MA;-47.3821649;-6.354181864;188.03;5661;4449;1212;1079;5423;0.664;0.796;0.606;Urbano;35206.09;107201.6;198902.9;89.79;499082.78;23511;21227.63;460;1388;4011
147;148;Porto Rico do Maranhão;2109056;248,629;5955;27,56;99,2;0,615;;7222,85;MA;15808,33684;15602,16611;206,17073;Porto Rico do Maranhão;MA;-44.58374789;-1.857223215;2;1562;595;967;964;2261;0.538;0.772;0.561;Rural Adjacente;7.82;1858.21;7971.87;19442.03;38063.86;5847;6509.98;25;61;460
148;149;Presidente Dutra;2109106;771,574;48036;57,97;96,4;0,653;;11704,58;MA;80984,68936;74317,06311;6667,62625;Presidente Dutra;MA;-44.49291886;-5.282374258;106.21;11931;8593;3338;2395;3038;0.628;0.788;0.563;Urbano;21087.64;38677.88;282048.44;126452.48;518576.51;46970;11040.59;618;3248;12993
149;150;Presidente Juscelino;2109205;355,893;12838;32,54;98,3;0,563;;7301,38;MA;32707,04938;31593,23949;1113,80989;Presidente Juscelino;MA;-44.07677942;-2.928229246;51.37;2495;874;1621;1935;5563;0.452;0.743;0.532;Rural Adjacente;27815.12;4318.56;15272.36;42813.27;91873.38;12532;7331.1;13;188;695
150;151;Presidente Médici;2109239;437,687;7070;14,56;95,8;0,591;;6864,58;MA;16712,84721;16669,02475;43,82246;Presidente Médici;MA;-45.82070865;-2.383664047;35.75;1475;927;548;916;3362;0.518;0.762;0.522;Rural Adjacente;11571.14;1606.94;10318.91;22.48;47365.37;6902;6862.56;50;154;604
151;152;Presidente Sarney;2109270;726,172;19069;23,7;97,5;0,557;;7252,85;MA;45627,46251;37907,67788;7719,78463;Presidente Sarney;MA;-45.37130226;-2.59553056;24.81;4017;1023;2994;3339;6573;0.486;0.752;0.472;Rural Adjacente;45541.32;7120.92;26412.02;60568.06;142.69;18615;7665.58;36;109;1534
152;153;Presidente Vargas;2109304;330,765;11261;23,33;94,7;0,587;;5097,1;MA;29682,35833;26548,14281;3134,21552;Presidente Vargas;MA;-44.03340187;-3.402011522;38.61;2514;1106;1408;3672;6566;0.47;0.768;0.56;Rural Adjacente;7.85;2274.68;13330.69;32.65;57793.39;11391;5073.6;34;257;1020
153;154;Primeira Cruz;2109403;1334,726;15431;10,2;95,8;0,512;;4979,21;MA;33873,1046;30758,9662;3114,1384;Primeira Cruz;MA;-43.4424433;-2.510583172;1.65;2982;976;2006;1013;2434;0.448;0.722;0.414;Rural Remoto;11432.78;2546.33;12935.42;47116.57;75350.23;15068;5000.68;11;28;99
154;155;Raposa;2109452;79,823;31177;397,21;96,6;0,626;;6931,73;MA;48064,02761;44035,88402;4028,14359;Raposa;MA;-44.10251616;-2.415074903;1;6557;4107;2450;46;120;0.568;0.735;0.587;Urbano;17584.35;23498.81;76530.2;80.31;210408.68;30304;6943.26;213;1386;2922
155;156;Riachão;2109502;6373,031;20334;3,17;95,6;0,576;;15759,97;MA;49047,02181;44890,41592;4156,60589;Riachão;MA;-46.62335014;-7.364565;394.08;5277;2797;2480;77509;171974;0.572;0.757;0.442;Rural Adjacente;62.24;12380;66033.83;63056.43;215742.4;19771;10912.06;161;592;3360
156;157;Ribamar Fiquene;2109551;733;7825;9,75;97,2;0,615;;10099,64;MA;19235,68552;17427,17976;1808,50576;Ribamar Fiquene;MA;-47.38347779;-5.933822859;155.45;1913;976;937;2056;10856;0.592;0.744;0.527;Rural Adjacente;23215.07;3691.5;15.71;26586.38;71.55;7652;9349.92;45;298;866
157;158;Rosário;2109601;647,998;42994;57,77;96,3;0,632;;7370,94;MA;79281,42487;78715,108;566,31687;Rosário;MA;-44.2475186;-2.941543035;17.54;9461;5673;3788;1580;3250;0.566;0.752;0.592;Urbano;13878.08;27.09;129690.77;113125.94;306241.21;42016;7288.68;316;1727;4712
158;159;Sambaíba;2109700;2478,704;5679;2,21;96,4;0,565;;38915,83;MA;21231,92646;17120,93059;4110,99587;Sambaíba;MA;-45.3442032;-7.138350897;204.05;1370;701;669;88672;183634;0.542;0.728;0.456;Rural Remoto;37790.74;5232.53;21324.34;19774.01;88389.26;5561;15894.49;30;84;491
